"user_id" "item_id" "y"
"268" 42921981 42626345 0
"269" 12521330 277262738 0
"270" 12521330 95713715 0
"271" 12521330 172503504 0
"272" 12521330 396992257 0
"273" 12521330 266855896 0
"274" 12521330 22394767 0
"275" 60866435 51785162 0
"276" 60866435 221268688 0
"277" 60866435 181926179 0
"278" 60866435 263138716 0
"279" 60866435 117435697 0
"280" 60866435 306632791 0
"281" 128825158 134119926 0
"282" 128825158 143854898 0
"283" 128825158 308877297 0
"284" 128825158 336690069 0
"285" 106473961 280122104 0
"286" 106473961 353381230 0
"287" 90795949 343072184 0
"288" 33608085 166118282 0
"289" 33608085 215491464 0
"290" 33608085 357452496 0
"291" 33608085 223038630 0
"292" 33608085 142598338 0
"293" 33608085 44613121 0
"294" 57261890 284370687 0
"295" 57261890 263776250 0
"296" 57261890 267788292 0
"297" 106096921 284308541 0
"298" 106096921 210424597 0
"299" 106096921 118785306 0
"300" 8322595 113744812 0
"301" 8322595 302711382 0
"302" 8322595 97126975 0
"303" 8322595 150792544 0
"304" 8322595 364851001 0
"305" 8322595 46129538 0
"306" 8322595 128205260 0
"307" 8322595 394832673 0
"308" 8322595 160744643 0
"309" 8322595 181305557 0
"310" 8322595 68454568 0
"311" 8322595 231935684 0
"312" 8322595 272707758 0
"313" 8322595 242666993 0
"314" 8322595 290703204 0
"315" 106479971 326694522 0
"316" 106479971 210028911 0
"317" 106479971 71082777 0
"318" 127235769 130393856 0
"319" 31608952 204515380 0
"320" 31608952 181121994 0
"321" 4904673 371719917 0
"322" 4904673 259908537 0
"323" 4904673 254338701 0
"324" 4904673 252371770 0
"325" 4904673 280831125 0
"326" 4904673 163425764 0
"327" 4904673 354525367 0
"328" 4904673 73560140 0
"329" 4904673 150115002 0
"330" 4904673 73004099 0
"331" 4904673 182553523 0
"332" 4904673 52131085 0
"333" 4904673 152034503 0
"334" 4904673 280273955 0
"335" 4904673 327362506 0
"336" 4904673 91994081 0
"337" 4904673 33175320 0
"338" 4904673 177855508 0
"339" 4904673 108672668 0
"340" 4904673 261549701 0
"341" 4904673 399985259 0
"342" 4904673 282270176 0
"343" 122162274 240800796 0
"344" 84418566 74757817 0
"345" 16426792 340996734 0
"346" 37980620 101276445 0
"347" 37980620 124610463 0
"348" 53616158 5087984 0
"349" 53616158 314903844 0
"350" 53616158 211956128 0
"351" 53616158 221888290 0
"352" 53616158 187847237 0
"353" 53616158 79539381 0
"354" 53616158 318703108 0
"355" 53616158 374438416 0
"356" 53616158 35616560 0
"357" 134622261 7382727 0
"358" 134622261 250976916 0
"359" 134622261 376364942 0
"360" 134622261 279228077 0
"361" 134622261 340164930 0
"362" 134622261 177586504 0
"363" 134622261 219634967 0
"364" 134622261 82358646 0
"365" 134622261 223608275 0
"366" 134622261 366782874 0
"367" 134622261 128319146 0
"368" 134622261 18995962 0
"369" 61061469 104540616 0
"370" 61061469 338555312 0
"371" 61061469 102609452 0
"372" 128963825 289345057 0
"373" 49892434 33083120 0
"374" 49892434 355655563 0
"375" 49892434 262043769 0
"376" 142068875 16008761 0
"377" 53241875 197088733 0
"378" 53241875 123465932 0
"379" 24642742 289418812 0
"380" 24642742 125310611 0
"381" 24642742 331662231 0
"382" 24642742 391091901 0
"383" 24642742 151467947 0
"384" 24642742 127000036 0
"385" 24642742 184803215 0
"386" 24642742 370922014 0
"387" 24642742 3792916 0
"388" 24642742 312414654 0
"389" 24642742 109910828 0
"390" 24642742 50787522 0
"391" 24642742 183798747 0
"392" 129152847 17028639 0
"393" 129152847 122055027 0
"394" 123990518 309120879 0
"395" 127663526 207662183 0
"396" 4651576 85533702 0
"397" 4651576 216147288 0
"398" 4651576 326256936 0
"399" 115581277 120009753 0
"400" 115581277 293412087 0
"401" 141278390 323866205 0
"402" 141278390 237563260 0
"403" 141278390 103979843 0
"404" 141278390 321697856 0
"405" 17380762 398923995 0
"406" 17380762 36635741 0
"407" 17380762 321296098 0
"408" 122178945 370277372 0
"409" 53026662 44523695 0
"410" 53026662 363516077 0
"411" 53026662 100391703 0
"412" 53026662 403239289 0
"413" 53026662 46196617 0
"414" 111289035 146534037 0
"415" 111289035 306381201 0
"416" 111289035 31164394 0
"417" 111289035 36717113 0
"418" 111289035 121864044 0
"419" 111289035 24914213 0
"420" 43749181 356352087 0
"421" 43749181 314502902 0
"422" 43749181 11894996 0
"423" 43749181 138165022 0
"424" 43749181 51134857 0
"425" 43749181 95535633 0
"426" 43749181 311649583 0
"427" 43749181 371524493 0
"428" 43749181 183606393 0
"429" 43749181 102291493 0
"430" 43749181 237194765 0
"431" 43749181 355700307 0
"432" 43749181 171271030 0
"433" 43749181 154204044 0
"434" 43749181 134246420 0
"435" 138927612 361190274 0
"436" 138927612 160855401 0
"437" 69799403 195866218 0
"438" 91001140 261295551 0
"439" 105080646 178886375 0
"440" 2559590 328488636 0
"441" 2559590 341191989 0
"442" 2559590 287631291 0
"443" 2559590 64816708 0
"444" 2559590 94441070 0
"445" 2559590 301755238 0
"446" 2559590 81332277 0
"447" 2559590 333174075 0
"448" 2559590 294590594 0
"449" 2559590 310173911 0
"450" 2559590 196108877 0
"451" 2559590 177010835 0
"452" 2559590 49285307 0
"453" 80886503 139496704 0
"454" 99820815 167853466 0
"455" 99820815 251097591 0
"456" 136641136 281494472 0
"457" 133854282 78994855 0
"458" 133854282 281460780 0
"459" 133854282 369826614 0
"460" 133854282 315833807 0
"461" 133854282 113093268 0
"462" 133854282 270118126 0
"463" 133854282 357942966 0
"464" 133854282 199636260 0
"465" 133854282 82324559 0
"466" 133854282 203465892 0
"467" 133854282 65844091 0
"468" 133854282 23986885 0
"469" 122827676 19452920 0
"470" 94246382 386286294 0
"471" 63712853 400840831 0
"472" 91603409 375699383 0
"473" 91603409 345301951 0
"474" 140895366 165748763 0
"475" 140895366 370665164 0
"476" 140895366 98086290 0
"477" 140895366 282632922 0
"478" 140895366 87398920 0
"479" 140895366 82076041 0
"480" 140895366 13669386 0
"481" 140895366 248795836 0
"482" 12513470 349132003 0
"483" 24205103 201290562 0
"484" 24205103 298450909 0
"485" 107673017 120323330 0
"486" 65160969 298564848 0
"487" 87349767 316658880 0
"488" 87349767 102375052 0
"489" 56325314 191771619 0
"490" 82644746 82160787 0
"491" 82644746 107148130 0
"492" 82644746 104202558 0
"493" 82644746 108262055 0
"494" 82644746 206051734 0
"495" 82644746 150823353 0
"496" 82644746 122664853 0
"497" 82644746 124199682 0
"498" 2617659 374007550 0
"499" 2617659 320419828 0
"500" 2617659 312825021 0
"501" 2617659 89078954 0
"502" 2617659 333308532 0
"503" 2617659 134879823 0
"504" 2617659 396171430 0
"505" 2617659 199539234 0
"506" 2617659 18933708 0
"507" 35500625 214625104 0
"508" 35500625 80446342 0
"509" 82111488 19862774 0
"510" 108518918 53472197 0
"511" 5435909 196259074 0
"512" 5435909 255921298 0
"513" 5435909 191055745 0
"514" 5435909 224686418 0
"515" 5435909 247642191 0
"516" 5435909 362584331 0
"517" 5435909 258615646 0
"518" 5435909 375911558 0
"519" 5435909 225067655 0
"520" 121094926 402918636 0
"521" 121094926 8468915 0
"522" 121094926 104750296 0
"523" 121094926 118482777 0
"524" 121094926 81686588 0
"525" 129398889 166385385 0
"526" 129398889 253798929 0
"527" 129398889 378421486 0
"528" 129398889 362630077 0
"529" 76662157 5618758 0
"530" 95868729 121483951 0
"531" 95868729 5122651 0
"532" 95868729 53243944 0
"533" 95868729 92431073 0
"534" 95868729 224283094 0
"535" 95868729 58645407 0
"536" 95868729 67516308 0
"537" 95868729 171297748 0
"538" 95868729 42416419 0
"539" 95868729 47453219 0
"540" 138773149 201061916 0
"541" 4423839 244589685 0
"542" 4423839 225753512 0
"543" 4423839 297577500 0
"544" 4423839 132913232 0
"545" 4423839 294770538 0
"546" 4423839 190459138 0
"547" 4423839 240335848 0
"548" 4423839 183823472 0
"549" 4423839 141109138 0
"550" 4423839 340213378 0
"551" 4423839 28971217 0
"552" 4423839 151661741 0
"553" 4423839 354520457 0
"554" 4423839 80228238 0
"555" 4423839 350386337 0
"556" 139264243 70962239 0
"557" 139264243 273621182 0
"558" 139264243 172825227 0
"559" 139264243 85600337 0
"560" 117368135 87871811 0
"561" 117368135 108369326 0
"562" 117368135 40333558 0
"563" 117368135 358539435 0
"564" 117368135 353089474 0
"565" 117368135 398049608 0
"566" 117368135 358329460 0
"567" 117368135 403770782 0
"568" 117368135 393423787 0
"569" 117368135 201831123 0
"570" 117368135 9820680 0
"571" 117368135 370167888 0
"572" 117368135 373593380 0
"573" 117368135 68128510 0
"574" 117368135 239398332 0
"575" 117368135 233542528 0
"576" 117368135 150450648 0
"577" 117368135 342796779 0
"578" 117368135 295495008 0
"579" 117368135 35934968 0
"580" 37886546 53738139 0
"581" 56485225 180257708 0
"582" 56485225 399035407 0
"583" 127829162 161171276 0
"584" 52833705 398676136 0
"585" 52833705 361262972 0
"586" 52833705 183132835 0
"587" 52833705 358560341 0
"588" 52833705 196916583 0
"589" 52833705 91699914 0
"590" 52833705 165635425 0
"591" 52833705 222565286 0
"592" 52833705 105643945 0
"593" 52833705 116738800 0
"594" 142072325 301315204 0
"595" 64139754 250636390 0
"596" 115312970 374759399 0
"597" 77465332 42281656 0
"598" 82816917 234539427 0
"599" 82816917 37278793 0
"600" 82816917 402713988 0
"601" 82816917 317612655 0
"602" 6696585 41649072 0
"603" 95280402 299670208 0
"604" 95280402 109280331 0
"605" 95280402 227595929 0
"606" 95280402 13160410 0
"607" 95280402 270118183 0
"608" 95280402 165101425 0
"609" 95280402 55540237 0
"610" 95280402 340559089 0
"611" 95280402 27646175 0
"612" 95280402 205863379 0
"613" 114425805 321646366 0
"614" 44445004 203698828 0
"615" 44445004 158506442 0
"616" 44445004 331716726 0
"617" 91518799 387974016 0
"618" 134372182 57652272 0
"619" 62593471 91268026 0
"620" 62593471 306345430 0
"621" 62593471 197238489 0
"622" 62593471 92431073 0
"623" 40907060 246761560 0
"624" 40907060 314397726 0
"625" 10989401 326293524 0
"626" 10989401 308501557 0
"627" 16691538 31416373 0
"628" 76081459 340303554 0
"629" 11571473 197794457 0
"630" 11571473 84972272 0
"631" 72069485 371316129 0
"632" 25800428 395581969 0
"633" 25800428 27463939 0
"634" 25800428 106027111 0
"635" 25800428 67400891 0
"636" 25800428 116800824 0
"637" 25800428 137616700 0
"638" 25800428 166810848 0
"639" 25800428 215036200 0
"640" 25800428 147181848 0
"641" 25800428 173452900 0
"642" 25800428 41161371 0
"643" 25800428 164920520 0
"644" 25800428 230379153 0
"645" 25800428 250421389 0
"646" 25800428 348434973 0
"647" 25800428 377271791 0
"648" 25800428 167794180 0
"649" 25800428 388368687 0
"650" 25800428 265879801 0
"651" 25800428 166515115 0
"652" 25800428 40759546 0
"653" 25800428 326300077 0
"654" 25800428 197750965 0
"655" 25800428 232761080 0
"656" 25800428 56863443 0
"657" 25800428 193860013 0
"658" 25800428 114845708 0
"659" 25800428 13907502 0
"660" 25800428 272577110 0
"661" 25800428 346452519 0
"662" 25800428 280442219 0
"663" 25800428 113635484 0
"664" 25800428 33720809 0
"665" 25800428 380378895 0
"666" 25800428 169092061 0
"667" 25800428 36226140 0
"668" 25800428 75602529 0
"669" 25800428 223863055 0
"670" 25800428 195077200 0
"671" 25800428 175272610 0
"672" 25800428 13503037 0
"673" 25800428 360206436 0
"674" 25800428 112307439 0
"675" 25800428 89413003 0
"676" 25800428 47352405 0
"677" 25800428 91000860 0
"678" 25800428 333045226 0
"679" 25800428 218821793 0
"680" 25800428 51459267 0
"681" 25800428 7029971 0
"682" 25800428 224864891 0
"683" 25800428 52636592 0
"684" 25800428 350438157 0
"685" 25800428 367070714 0
"686" 25800428 260410315 0
"687" 25800428 265931864 0
"688" 25800428 37144472 0
"689" 23130068 70553968 0
"690" 23130068 251935830 0
"691" 23130068 95291726 0
"692" 23130068 239106080 0
"693" 23130068 179440619 0
"694" 23130068 110641604 0
"695" 23130068 379650474 0
"696" 23130068 136041882 0
"697" 23130068 268028902 0
"698" 23130068 327138791 0
"699" 99652355 380584031 0
"700" 92993610 214674700 0
"701" 92993610 112101512 0
"702" 92993610 106925858 0
"703" 92993610 1648392 0
"704" 92993610 264421166 0
"705" 92993610 81896310 0
"706" 132658166 173339734 0
"707" 99861945 47978121 0
"708" 99861945 111694146 0
"709" 99861945 380790460 0
"710" 99861945 17906138 0
"711" 99861945 322521085 0
"712" 99861945 93926730 0
"713" 99861945 187989918 0
"714" 7676252 97977903 0
"715" 109518837 36834804 0
"716" 109518837 391019327 0
"717" 109518837 333177798 0
"718" 109518837 113997366 0
"719" 109518837 60431109 0
"720" 109518837 253039929 0
"721" 61134302 118173578 0
"722" 61134302 347858110 0
"723" 113947731 211144317 0
"724" 113947731 232067359 0
"725" 113947731 207449114 0
"726" 113947731 247926610 0
"727" 113947731 397670044 0
"728" 124167000 311234607 0
"729" 124167000 404376397 0
"730" 124167000 21916616 0
"731" 33376456 68812945 0
"732" 33376456 33199070 0
"733" 7662848 343299064 0
"734" 19381333 402147811 0
"735" 19381333 151184787 0
"736" 19381333 397181558 0
"737" 19381333 233474282 0
"738" 19381333 82692398 0
"739" 19381333 255365420 0
"740" 19381333 127150652 0
"741" 19381333 90987691 0
"742" 19381333 251990922 0
"743" 19381333 341149620 0
"744" 19381333 215965814 0
"745" 19381333 247021692 0
"746" 19381333 150158022 0
"747" 10886351 86122490 0
"748" 69871078 389589187 0
"749" 69871078 10055516 0
"750" 26936473 374030602 0
"751" 105999943 36846708 0
"752" 130637943 118595236 0
"753" 130637943 254346589 0
"754" 130637943 62858944 0
"755" 130637943 327935908 0
"756" 130637943 184081436 0
"757" 130637943 66788374 0
"758" 130637943 370454615 0
"759" 130637943 128117528 0
"760" 130637943 65727230 0
"761" 130637943 166589071 0
"762" 130637943 135525300 0
"763" 130637943 337346515 0
"764" 130637943 160952845 0
"765" 130637943 263665275 0
"766" 130637943 352660429 0
"767" 130637943 57513624 0
"768" 130637943 276890580 0
"769" 130637943 308786093 0
"770" 130637943 299374365 0
"771" 130637943 321524642 0
"772" 130637943 236848918 0
"773" 130637943 215720005 0
"774" 130637943 288126690 0
"775" 130637943 283357125 0
"776" 130637943 224861726 0
"777" 130637943 59677447 0
"778" 130637943 178490268 0
"779" 130637943 299941043 0
"780" 130637943 205656602 0
"781" 130637943 382046859 0
"782" 130637943 286129249 0
"783" 130637943 273822804 0
"784" 130637943 80123266 0
"785" 130637943 172593184 0
"786" 130637943 199353852 0
"787" 130637943 329740240 0
"788" 130637943 241141337 0
"789" 130637943 301152998 0
"790" 130637943 198292381 0
"791" 130637943 163867441 0
"792" 130637943 231329283 0
"793" 130637943 369627339 0
"794" 130637943 83261906 0
"795" 130637943 352392995 0
"796" 130637943 196587065 0
"797" 130637943 165730786 0
"798" 130637943 55767877 0
"799" 130637943 150020254 0
"800" 130637943 68613558 0
"801" 130637943 4690872 0
"802" 130637943 385886750 0
"803" 130637943 213294353 0
"804" 130637943 89548478 0
"805" 130637943 285027951 0
"806" 130637943 14932680 0
"807" 130637943 401481208 0
"808" 130637943 212143518 0
"809" 130637943 80868175 0
"810" 130637943 332353577 0
"811" 130637943 30142361 0
"812" 130637943 85689654 0
"813" 130637943 117850055 0
"814" 130637943 123705616 0
"815" 130637943 129101089 0
"816" 130637943 316816595 0
"817" 130637943 151463066 0
"818" 130637943 66082663 0
"819" 130637943 175100369 0
"820" 130637943 15571241 0
"821" 130637943 376278700 0
"822" 130637943 91155558 0
"823" 130637943 314041390 0
"824" 130637943 80316472 0
"825" 130637943 265895576 0
"826" 130637943 111968266 0
"827" 130637943 202377294 0
"828" 130637943 370589551 0
"829" 130637943 49451258 0
"830" 130637943 88823567 0
"831" 130637943 385466119 0
"832" 130637943 206296515 0
"833" 130637943 197757650 0
"834" 130637943 388933229 0
"835" 130637943 319726040 0
"836" 130637943 139834660 0
"837" 130637943 173492354 0
"838" 130637943 358530348 0
"839" 130637943 125582343 0
"840" 130637943 138304030 0
"841" 130637943 20650412 0
"842" 130637943 210433566 0
"843" 130637943 210660697 0
"844" 130637943 162617944 0
"845" 130637943 354190704 0
"846" 84123477 154166315 0
"847" 84123477 250800793 0
"848" 84123477 374946236 0
"849" 140767127 72954556 0
"850" 140767127 185042838 0
"851" 110164603 326498667 0
"852" 110164603 94945379 0
"853" 110164603 85333939 0
"854" 98817070 195125510 0
"855" 32079800 37926767 0
"856" 57520610 115851820 0
"857" 93212193 65755351 0
"858" 93212193 286410858 0
"859" 93212193 359643603 0
"860" 33210604 87666723 0
"861" 58349660 295836093 0
"862" 58349660 330119330 0
"863" 58349660 169139139 0
"864" 58349660 202007401 0
"865" 58349660 93897447 0
"866" 58349660 7621463 0
"867" 58349660 6683965 0
"868" 58349660 295563884 0
"869" 95103333 9098206 0
"870" 95103333 201884222 0
"871" 95103333 239188593 0
"872" 95103333 185370477 0
"873" 95103333 331293190 0
"874" 95103333 218545348 0
"875" 95103333 216602482 0
"876" 95103333 255688809 0
"877" 95103333 622520 0
"878" 95103333 195349750 0
"879" 95103333 398608352 0
"880" 95103333 90337957 0
"881" 68413004 200212348 0
"882" 137954444 31593072 0
"883" 137954444 307065324 0
"884" 137954444 223252105 0
"885" 137954444 23090259 0
"886" 137954444 207794317 0
"887" 32839619 187695437 0
"888" 56413410 207964277 0
"889" 56413410 385058317 0
"890" 56413410 113908435 0
"891" 56413410 51252385 0
"892" 56413410 85013890 0
"893" 56413410 222820089 0
"894" 56413410 355503959 0
"895" 71152040 124877818 0
"896" 127813943 175287643 0
"897" 127813943 20150991 0
"898" 127813943 318797512 0
"899" 71193336 385639193 0
"900" 71193336 344842496 0
"901" 71193336 265270712 0
"902" 71193336 124241182 0
"903" 71193336 13659603 0
"904" 71193336 125227469 0
"905" 71193336 138602098 0
"906" 100140061 36176964 0
"907" 100140061 168141437 0
"908" 100140061 380315317 0
"909" 96083423 279616096 0
"910" 106126902 268811132 0
"911" 103541652 313163336 0
"912" 128366862 19293069 0
"913" 14971169 337864168 0
"914" 14971169 232899211 0
"915" 14971169 174813121 0
"916" 14971169 228251739 0
"917" 14971169 68437729 0
"918" 14971169 43589536 0
"919" 14971169 95112195 0
"920" 14045890 98473904 0
"921" 14045890 29165808 0
"922" 14045890 5975763 0
"923" 14045890 97369105 0
"924" 14045890 251361121 0
"925" 3586430 170632701 0
"926" 3586430 117056363 0
"927" 26023454 283107792 0
"928" 26023454 138679560 0
"929" 135116529 161892909 0
"930" 135116529 40926240 0
"931" 454497 29345721 0
"932" 85935756 322970025 0
"933" 121758009 300930741 0
"934" 121758009 189105777 0
"935" 32531784 386062568 0
"936" 119962907 107546712 0
"937" 119962907 83116774 0
"938" 119962907 325022855 0
"939" 119962907 293271592 0
"940" 67716906 90853810 0
"941" 67716906 24720928 0
"942" 67716906 78452533 0
"943" 67716906 265379890 0
"944" 67716906 392944238 0
"945" 67716906 242738160 0
"946" 67716906 402202620 0
"947" 67716906 366211437 0
"948" 67716906 90060514 0
"949" 67716906 263128797 0
"950" 30867018 232535142 0
"951" 30867018 253065464 0
"952" 28401599 158075709 0
"953" 28401599 297264558 0
"954" 28401599 258600938 0
"955" 28401599 161049850 0
"956" 28401599 350301785 0
"957" 28401599 180057711 0
"958" 104323221 297014084 0
"959" 104323221 185842474 0
"960" 13045535 224912374 0
"961" 135012604 71593131 0
"962" 135012604 113511943 0
"963" 108222861 89864030 0
"964" 124857404 239858082 0
"965" 124857404 380706625 0
"966" 124857404 136428983 0
"967" 124857404 77059286 0
"968" 124857404 325849915 0
"969" 124857404 60106144 0
"970" 124857404 226334244 0
"971" 124857404 201681708 0
"972" 124857404 322208386 0
"973" 124857404 378036127 0
"974" 124857404 275264557 0
"975" 130496816 45685581 0
"976" 98016030 52491078 0
"977" 120738063 111180295 0
"978" 31964089 112736335 0
"979" 31964089 233535909 0
"980" 10831964 375471647 0
"981" 2468536 292454294 0
"982" 61181574 63250345 0
"983" 73490341 320601702 0
"984" 73490341 247687931 0
"985" 73490341 13017276 0
"986" 73490341 91042744 0
"987" 73490341 289343653 0
"988" 73490341 355591265 0
"989" 73490341 123551928 0
"990" 73490341 239454547 0
"991" 73490341 255707253 0
"992" 73490341 303964448 0
"993" 73490341 389479355 0
"994" 73490341 345725116 0
"995" 73490341 323497255 0
"996" 16143276 50992303 0
"997" 16143276 234577518 0
"998" 16143276 56821937 0
